id,count
1356,64.33
1363,98.6325
1365,208.415
1369,143.01
1373,129.375
1375,99.0725
1377,86.22
1379,215.955
1380,295.02
1381,98.05
1384,180.05
1390,204.965
1393,240.275
1395,63.19
1399,341.005
1400,97.225
1401,181.965
1404,120.765
1408,15.105
1409,30.67
1413,218.055
1416,277.94
1418,99.13625
1423,105.21
1424,27.84
1425,15.417
1433,179.92
1434,177.575
1436,327.19
1442,258.585
1444,85.95
1445,149.105
1452,168.205
1455,143.65
1462,67.775
1467,90.0525
1472,41.67
1475,235.89
1493,121.635
1501,195.215
1503,308.53
1504,229.4
1505,16.582
1511,175.23
1512,60.195
1513,124.32
1514,38.915
1528,194.675
1533,242.705
1534,25.365
1536,145.19
1537,54.11125
1539,259.335
1550,232.02
1552,209.99416666666667
1554,196.38
1555,379.915
1556,94.63
1559,37.535
1563,212.62
1566,195.465
1567,217.56
1568,23.72
1571,231.24
1572,15.51
1574,58.96
1577,17.51
1583,123.68
1585,34.115
1586,200.115
1587,221.975
1596,139.305
1602,45.925
1604,91.4475
1605,42.89
1610,300.95
1611,97.6
1616,34.11
1617,97.035
1618,16.875
1622,35.245
1623,33.83
1628,308.76
1631,14.627
1632,138.035
1633,240.76
1634,334.69
1636,251.41
1637,101.36
1643,170.2
1644,103.375
1646,105.145
1648,182.20916666666668
1651,43.49
1656,19.149333333333335
1658,126.31
1659,17.706333333333333
1665,228.66
1666,150.7
1670,46.065
1674,202.96275000000003
1679,250.565
1680,252.97
1683,325.185
1686,24.495
1691,98.025
1693,40.745
1696,40.27
1697,98.3
1703,103.72
1706,27.92
1709,214.98
1710,85.95
1712,187.35
1713,132.355
1718,400.3
1719,199.855
1722,277.885
1723,117.935
1724,293.705
1728,87.74
1730,28.09
1732,25.595
1737,45.205
1745,85.84
1747,16.8
1748,16.375
1755,130.09
1759,13.695
1761,290.195
1764,232.625
1765,135.47
1766,86.905
1768,100.51
1770,24.115
1771,141.705
1774,93.28
1785,158.05
1788,218.985
1792,13.225
1794,222.17
1797,145.13
1798,12.575
1799,236.835
1802,100.3075
1806,44.04
1808,80.955
1810,205.885
1818,192.72
1819,401.735
1820,278.75
1822,241.115
1826,241.69
1827,191.795
1835,18.62
1841,93.42
1842,134.77
1843,15.46
1846,37.665
1849,86.935
1850,165.77
1851,224.085
1857,62.785
1858,201.40374999999997
1860,97.11
1861,237.03
1864,126.53
1869,331.025
1871,67.745
1872,38.425
1875,16.323333333333334
1878,221.18
1879,262.905
1885,80.885
1888,83.465
1889,25.94
1890,100.19
1896,181.27
1897,174.38
1898,164.22
1900,87.25
1905,46.065
1908,107.44
1909,100.99125
1913,57.735
1918,125.02
1922,324.935
1923,134.695
1925,290.2
1926,155.51
1927,302.895
1930,196.67
1935,99.19
1939,110.385
1942,91.755
1943,198.69
1948,242.705
1949,283.11
1951,108.96107142857143
1953,91.23
1959,166.735
1963,13.415
1967,137.88
1973,282.065
1975,27.825
1976,91.945
1990,94.81
1993,120.875
1997,221.605
1999,139.03
2001,292.74
2004,94.135
2010,105.4225
2013,141.95
2017,318.19
2021,134.17
2023,215.81
2026,146.745
2037,38.915
2039,236.04
2041,16.085
2046,18.56
2050,15.475
2060,228.76
2067,110.855
2069,137.795
2072,254.74
2074,174.085
2079,116.12
2083,27.355
2085,236.785
2087,18.425
2093,142.055
2094,38.37
2097,46.065
2103,96.4
2104,61.715
2107,206.175
2108,22.38
2110,79.735
2115,253.87
2117,33.425
2125,328.24
2127,222.805
2133,13.952
2134,387.215
2135,135.205
2141,235.935
2143,43.49
2145,88.62
2146,30.75
2147,292.605
2148,67.775
2149,53.425
2165,124.62
2166,188.265
2177,224.12
