id,count
859,223.68
861,23.22
867,99.89
870,222.71
871,205.0
872,221.16
874,351.86
881,209.72
886,140.54
890,60.92
895,165.15
899,82.55
900,278.59
901,261.37
902,240.89
903,40.66
913,271.49
918,201.95
923,127.32
924,38.43
926,25.9
927,17.85
930,214.76
934,32.59
937,122.44
939,157.7
941,87.4
942,376.81
946,278.47
950,96.21
953,90.76
959,105.28
961,27.69
962,97.98
964,75.92
969,189.98
971,153.28
976,42.87
978,242.97
980,229.14
981,141.19
990,367.42
993,19.69
996,20.01
998,322.77
999,185.61
1006,122.19
1008,15.05
1013,29.4
1015,97.03
1016,124.87
1022,298.85
1026,208.34
1028,243.62
1031,70.08
1034,49.96
1037,207.15
1040,67.38
1042,17.94
1046,18.44
1048,98.46
1049,113.71
1050,69.87
1051,229.34
1052,230.73
1055,180.44
1060,158.83
1064,27.99
1066,74.73
1071,99.25
1073,14.16
1089,208.4
1091,94.89
1092,82.57
1093,223.53
1096,311.51
1097,224.79
1098,17.67
1099,40.26
1102,188.83
1107,105.91
1109,41.38
1111,128.31
1112,113.13
1114,319.77
1116,298.23
1117,119.35
1118,81.97
1122,137.22
1124,157.91
1127,117.62
1133,237.07
1134,39.45
1135,144.39
1139,310.5
1143,55.5
1150,117.23
1151,113.47
1153,271.11
1155,27.83
1162,27.68
1163,207.38
1166,21.95
1171,84.6
1172,15.05
1173,252.6
1174,84.41
1177,119.28
1178,162.03
1184,175.36
1185,112.26
1186,115.6
1187,161.96
1188,277.51
1191,136.11
1207,122.22
1213,45.51
1215,133.92
1223,170.77
1227,121.89
1236,56.24
1237,55.25
1238,18.55
1241,28.96
1248,16.31
1250,38.78
1251,171.18
1253,112.24
1255,99.47
1257,177.06
1261,114.32
1262,350.31
1265,120.76
1273,192.43
1277,267.35
1278,123.99
1280,114.3
1284,215.23
1285,322.25
1288,35.28
1295,117.58
1297,355.14
1299,263.41
1304,150.43
1308,43.34
1310,95.11
1311,117.53
1314,94.63
1315,111.62
1318,31.9
1320,323.53
1321,293.24
1322,238.12
1330,115.57
1333,165.6
1334,253.72
1341,136.17
1344,149.83
1351,247.55
1354,101.92
1356,54.81
1363,122.81
1365,193.58
1369,129.37
1373,115.28
1375,115.93
1377,81.5
1379,135.42
1380,273.31
1381,97.87
1384,168.51
1390,191.88
1393,236.67
1395,54.39
1399,317.26
1400,83.21
1401,159.41
1404,175.36
1408,13.05
1409,31.24
1413,217.61
1416,280.07
1418,100.98
1423,108.35
1424,26.8
1425,16.62
1433,254.45
1434,141.56
1436,319.75
1442,241.74
1444,84.57
1445,117.61
1452,244.45
1455,170.28
1462,70.42
1467,76.25
1472,43.29
1475,165.4
1493,121.33
1501,226.21
1503,300.83
1504,228.06
1505,15.29
1511,211.24
1512,51.81
1513,77.92
1514,37.51
1528,252.62
1533,254.71
1534,28.88
1536,154.84
1537,78.35
1539,201.71
1550,217.89
1552,210.06
1554,195.76
1555,371.45
1556,93.51
1559,37.04
1563,246.98
1566,148.96
1567,153.53
1568,27.27
1571,231.45
1572,18.72
1574,51.18
1577,17.77
1583,64.12
1585,31.62
1586,188.08
1587,180.37
1596,152.06
1602,37.84
1604,80.39
1605,36.24
1610,308.77
1611,93.71
1616,32.41
1617,98.39
1618,15.91
1622,45.12
1623,34.44
1628,307.96
1631,16.61
1632,182.68
1633,243.62
1634,320.86
1636,236.73
1637,101.25
1643,122.29
1644,101.55
1646,94.31
1648,202.04
1651,33.79
1656,18.03
1658,140.08
1659,16.03
1665,174.0
1666,140.81
1670,40.69
1674,160.73
1679,205.73
1680,228.88
1683,334.75
1686,28.1
1691,95.93
1693,38.43
1696,40.66
1697,96.28
1703,97.6
1706,27.28
1709,164.42
1710,82.58
1712,219.13
1713,126.31
1718,355.71
1719,169.89
1722,279.13
1723,132.23
1724,285.39
1728,59.85
1730,31.89
1732,27.47
1737,40.19
1745,84.52
1747,14.95
1748,13.27
1755,102.46
1759,16.69
1761,275.77
1764,218.42
1765,157.0
1766,89.33
1768,100.73
1770,29.23
1771,147.02
1774,100.24
1785,123.35
1788,192.86
1792,15.2
1794,224.97
1797,122.48
1798,13.85
1799,270.53
1802,98.94
1806,33.68
1808,77.56
1810,244.61
1818,124.98
1819,379.82
1820,289.07
1822,224.95
1826,228.19
1827,188.63
1835,17.75
1841,115.12
1842,162.98
1843,17.11
1846,44.88
1849,118.72
1850,199.12
1851,170.28
1857,54.14
1858,183.11
1860,96.63
1861,248.19
1864,109.37
1869,325.31
1871,70.56
1872,32.05
1875,17.93
1878,235.28
1879,241.17
1885,91.97
1888,109.25
1889,30.24
1890,94.71
1896,147.91
1897,166.63
1898,113.79
1900,98.2
1905,40.86
1908,113.57
1909,101.96
1913,74.14
1918,111.98
1922,319.36
1923,133.98
1925,270.0
1926,132.6
1927,309.86
1930,193.71
1935,69.99
1939,116.54
1942,94.0
1943,216.54
1948,255.5
1949,270.82
1951,108.63
1953,120.6
1959,125.11
1963,17.63
1967,136.28
1973,258.96
1975,27.48
1976,86.48
1990,120.48
1993,109.1
1997,199.57
1999,127.83
2001,293.78
2004,85.97
2010,98.62
2013,138.03
2017,302.14
2021,111.76
2023,158.01
2026,138.26
2037,31.86
2039,194.97
2041,16.7
2046,31.47
2050,17.26
2060,248.07
2067,102.64
2069,158.55
2072,253.97
2074,129.43
2079,119.49
2083,26.07
2085,189.78
2087,16.78
2093,144.97
2094,31.56
2097,39.01
2103,94.38
2104,53.71
2107,193.89
2108,22.35
2110,100.58
2115,189.62
2117,32.19
2125,319.51
2127,276.86
2133,16.37
2134,370.33
2135,114.41
2141,260.78
2143,33.84
2145,86.46
2146,28.51
2147,278.55
2148,56.14
2149,73.63
2165,123.1
2166,159.56
2177,200.79
